Date,City,Value
01/07/2013,Colombo,1168
01/08/2013,Colombo,1298
01/09/2013,Colombo,685
01/10/2013,Colombo,619
01/11/2013,Colombo,1173
01/12/2013,Colombo,1259
01/01/2013,Gampaha,463
01/02/2013,Gampaha,321
01/03/2013,Gampaha,289
01/04/2013,Gampaha,212
01/05/2013,Gampaha,319
01/06/2013,Gampaha,273
01/07/2013,Gampaha,385
01/08/2013,Gampaha,394
01/09/2013,Gampaha,245
01/10/2013,Gampaha,237
01/11/2013,Gampaha,383
01/12/2013,Gampaha,308
01/01/2013,Kalutara,159
01/02/2013,Kalutara,153
01/03/2013,Kalutara,168
01/04/2013,Kalutara,115
01/05/2013,Kalutara,164
01/06/2013,Kalutara,140
01/07/2013,Kalutara,178
01/08/2013,Kalutara,210
01/09/2013,Kalutara,148
01/10/2013,Kalutara,108
01/11/2013,Kalutara,166
01/12/2013,Kalutara,219
01/01/2013,Kandy,193
01/02/2013,Kandy,215
01/03/2013,Kandy,134
01/04/2013,Kandy,83
01/05/2013,Kandy,156
01/06/2013,Kandy,186
01/07/2013,Kandy,191
01/08/2013,Kandy,240
01/09/2013,Kandy,110
01/10/2013,Kandy,59
01/11/2013,Kandy,96
01/12/2013,Kandy,100
01/01/2013,Matale,48
01/02/2013,Matale,47
01/03/2013,Matale,49
01/04/2013,Matale,32
01/05/2013,Matale,30
01/06/2013,Matale,37
01/07/2013,Matale,52
01/08/2013,Matale,66
01/09/2013,Matale,32
01/10/2013,Matale,24
01/11/2013,Matale,39
01/12/2013,Matale,39
01/01/2013,N eliya,17
01/02/2013,N eliya,32
01/03/2013,N eliya,30
01/04/2013,N eliya,15
01/05/2013,N eliya,16
01/06/2013,N eliya,21
01/07/2013,N eliya,27
01/08/2013,N eliya,40
01/09/2013,N eliya,13
01/10/2013,N eliya,16
01/11/2013,N eliya,18
01/12/2013,N eliya,27
01/01/2013,Galle,57
01/02/2013,Galle,60
01/03/2013,Galle,92
01/04/2013,Galle,57
01/05/2013,Galle,108
01/06/2013,Galle,100
01/07/2013,Galle,84
01/08/2013,Galle,93
01/09/2013,Galle,79
01/10/2013,Galle,34
01/11/2013,Galle,68
01/12/2013,Galle,108
01/01/2013,Hambantota,32
01/02/2013,Hambantota,35
01/03/2013,Hambantota,40
01/04/2013,Hambantota,30
01/05/2013,Hambantota,22
01/06/2013,Hambantota,21
01/07/2013,Hambantota,28
01/08/2013,Hambantota,43
01/09/2013,Hambantota,23
01/10/2013,Hambantota,24
01/11/2013,Hambantota,22
01/12/2013,Hambantota,25
01/01/2013,Matara,48
01/02/2013,Matara,75
01/03/2013,Matara,65
01/04/2013,Matara,28
01/05/2013,Matara,36
01/06/2013,Matara,31
01/07/2013,Matara,54
01/08/2013,Matara,34
01/09/2013,Matara,27
01/10/2013,Matara,19
01/11/2013,Matara,32
01/12/2013,Matara,37
01/01/2013,Jaffna,100
01/02/2013,Jaffna,77
01/03/2013,Jaffna,84
01/04/2013,Jaffna,115
01/05/2013,Jaffna,70
01/06/2013,Jaffna,30
01/07/2013,Jaffna,23
01/08/2013,Jaffna,43
01/09/2013,Jaffna,35
01/10/2013,Jaffna,48
01/11/2013,Jaffna,52
01/12/2013,Jaffna,125
01/01/2013,Killinochchi,7
01/02/2013,Killinochchi,4
01/03/2013,Killinochchi,7
01/04/2013,Killinochchi,5
01/05/2013,Killinochchi,4
01/06/2013,Killinochchi,7
01/07/2013,Killinochchi,0
01/08/2013,Killinochchi,16
01/09/2013,Killinochchi,7
01/10/2013,Killinochchi,3
01/11/2013,Killinochchi,3
01/12/2013,Killinochchi,6
01/01/2013,Mannar,23
01/02/2013,Mannar,10
01/03/2013,Mannar,7
01/04/2013,Mannar,4
01/05/2013,Mannar,10
01/06/2013,Mannar,2
01/07/2013,Mannar,1
01/08/2013,Mannar,2
01/09/2013,Mannar,4
01/10/2013,Mannar,5
01/11/2013,Mannar,1
01/12/2013,Mannar,1
01/01/2013,Vauniya,11
01/02/2013,Vauniya,8
01/03/2013,Vauniya,12
01/04/2013,Vauniya,3
01/05/2013,Vauniya,8
01/06/2013,Vauniya,6
01/07/2013,Vauniya,7
01/08/2013,Vauniya,4
01/09/2013,Vauniya,4
01/10/2013,Vauniya,5
01/11/2013,Vauniya,10
01/12/2013,Vauniya,15
01/01/2013,Mulative,12
01/02/2013,Mulative,7
01/03/2013,Mulative,17
01/04/2013,Mulative,18
01/05/2013,Mulative,20
01/06/2013,Mulative,12
01/07/2013,Mulative,6
01/08/2013,Mulative,8
01/09/2013,Mulative,9
01/10/2013,Mulative,6
01/11/2013,Mulative,10
01/12/2013,Mulative,2
01/01/2013,Battocolo,52
01/02/2013,Battocolo,74
01/03/2013,Battocolo,93
01/04/2013,Battocolo,67
01/05/2013,Battocolo,79
01/06/2013,Battocolo,48
01/07/2013,Battocolo,32
01/08/2013,Battocolo,26
01/09/2013,Battocolo,19
01/10/2013,Battocolo,22
01/11/2013,Battocolo,14
01/12/2013,Battocolo,30
01/01/2013,Ampara,14
01/02/2013,Ampara,17
01/03/2013,Ampara,20
01/04/2013,Ampara,7
01/05/2013,Ampara,11
01/06/2013,Ampara,15
01/07/2013,Ampara,26
01/08/2013,Ampara,26
01/09/2013,Ampara,25
01/10/2013,Ampara,18
01/11/2013,Ampara,28
01/12/2013,Ampara,35
01/01/2013,Trincomalee,25
01/02/2013,Trincomalee,45
01/03/2013,Trincomalee,31
01/04/2013,Trincomalee,23
01/05/2013,Trincomalee,20
01/06/2013,Trincomalee,5
01/07/2013,Trincomalee,15
01/08/2013,Trincomalee,13
01/09/2013,Trincomalee,5
01/10/2013,Trincomalee,4
01/11/2013,Trincomalee,7
01/12/2013,Trincomalee,14
01/01/2013,Kurunegala,720
01/02/2013,Kurunegala,485
01/03/2013,Kurunegala,303
01/04/2013,Kurunegala,134
01/05/2013,Kurunegala,194
01/06/2013,Kurunegala,195
01/07/2013,Kurunegala,154
01/08/2013,Kurunegala,163
01/09/2013,Kurunegala,105
01/10/2013,Kurunegala,104
01/11/2013,Kurunegala,98
01/12/2013,Kurunegala,117
01/01/2013,Puttalama,175
01/02/2013,Puttalama,170
01/03/2013,Puttalama,98
01/04/2013,Puttalama,67
01/05/2013,Puttalama,53
01/06/2013,Puttalama,56
01/07/2013,Puttalama,46
01/08/2013,Puttalama,83
01/09/2013,Puttalama,39
01/10/2013,Puttalama,31
01/11/2013,Puttalama,51
01/12/2013,Puttalama,55
01/01/2013,Anuradapura,80
01/02/2013,Anuradapura,74
01/03/2013,Anuradapura,90
01/04/2013,Anuradapura,36
01/05/2013,Anuradapura,47
01/06/2013,Anuradapura,28
01/07/2013,Anuradapura,23
01/08/2013,Anuradapura,33
01/09/2013,Anuradapura,38
01/10/2013,Anuradapura,28
01/11/2013,Anuradapura,30
01/12/2013,Anuradapura,63
01/01/2013,Polonnaruwa,34
01/02/2013,Polonnaruwa,40
01/03/2013,Polonnaruwa,47
01/04/2013,Polonnaruwa,41
01/05/2013,Polonnaruwa,28
01/06/2013,Polonnaruwa,19
01/07/2013,Polonnaruwa,43
01/08/2013,Polonnaruwa,76
01/09/2013,Polonnaruwa,47
01/10/2013,Polonnaruwa,41
01/11/2013,Polonnaruwa,45
01/12/2013,Polonnaruwa,46
01/01/2013,Badulla,42
01/02/2013,Badulla,49
01/03/2013,Badulla,45
01/04/2013,Badulla,32
01/05/2013,Badulla,46
01/06/2013,Badulla,46
01/07/2013,Badulla,77
01/08/2013,Badulla,58
01/09/2013,Badulla,38
01/10/2013,Badulla,26
01/11/2013,Badulla,50
01/12/2013,Badulla,33
01/01/2013,Monaragala,34
01/02/2013,Monaragala,19
01/03/2013,Monaragala,27
01/04/2013,Monaragala,23
01/05/2013,Monaragala,17
01/06/2013,Monaragala,18
01/07/2013,Monaragala,28
01/08/2013,Monaragala,26
01/09/2013,Monaragala,19
01/10/2013,Monaragala,24
01/11/2013,Monaragala,20
01/12/2013,Monaragala,16
01/01/2013,Rathnapura,131
01/02/2013,Rathnapura,148
01/03/2013,Rathnapura,220
01/04/2013,Rathnapura,217
01/05/2013,Rathnapura,253
01/06/2013,Rathnapura,185
01/07/2013,Rathnapura,169
01/08/2013,Rathnapura,146
01/09/2013,Rathnapura,90
01/10/2013,Rathnapura,44
01/11/2013,Rathnapura,70
01/12/2013,Rathnapura,56
01/01/2013,Kegalla,134
01/02/2013,Kegalla,106
01/03/2013,Kegalla,99
01/04/2013,Kegalla,91
01/05/2013,Kegalla,113
01/06/2013,Kegalla,104
01/07/2013,Kegalla,98
01/08/2013,Kegalla,137
01/09/2013,Kegalla,62
01/10/2013,Kegalla,83
01/11/2013,Kegalla,117
01/12/2013,Kegalla,93
01/01/2013,Kalminai,94
01/02/2013,Kalminai,142
01/03/2013,Kalminai,138
01/04/2013,Kalminai,44
01/05/2013,Kalminai,42
01/06/2013,Kalminai,12
01/07/2013,Kalminai,9
01/08/2013,Kalminai,4
01/09/2013,Kalminai,4
01/10/2013,Kalminai,4
01/11/2013,Kalminai,8
01/12/2013,Kalminai,3
01/01/2014,Colombo,1346
01/02/2014,Colombo,684
01/03/2014,Colombo,488
01/04/2014,Colombo,539
01/05/2014,Colombo,1744
01/06/2014,Colombo,2289
01/07/2014,Colombo,1859
01/08/2014,Colombo,1104
01/09/2014,Colombo,706
01/10/2014,Colombo,1089
01/11/2014,Colombo,1448
01/12/2014,Colombo,1415
01/01/2014,Gampaha,632
01/02/2014,Gampaha,279
01/03/2014,Gampaha,191
01/04/2014,Gampaha,280
01/05/2014,Gampaha,921
01/06/2014,Gampaha,1111
01/07/2014,Gampaha,932
01/08/2014,Gampaha,772
01/09/2014,Gampaha,569
01/10/2014,Gampaha,1015
01/11/2014,Gampaha,1111
01/12/2014,Gampaha,998
01/01/2014,Kalutara,267
01/02/2014,Kalutara,175
01/03/2014,Kalutara,111
01/04/2014,Kalutara,117
01/05/2014,Kalutara,241
01/06/2014,Kalutara,429
01/07/2014,Kalutara,389
01/08/2014,Kalutara,239
01/09/2014,Kalutara,138
01/10/2014,Kalutara,158
01/11/2014,Kalutara,182
01/12/2014,Kalutara,185
01/01/2014,Kandy,93
01/02/2014,Kandy,49
01/03/2014,Kandy,36
01/04/2014,Kandy,47
01/05/2014,Kandy,116
01/06/2014,Kandy,270
01/07/2014,Kandy,223
01/08/2014,Kandy,247
01/09/2014,Kandy,176
01/10/2014,Kandy,289
01/11/2014,Kandy,413
01/12/2014,Kandy,377
01/01/2014,Matale,40
01/02/2014,Matale,35
01/03/2014,Matale,18
01/04/2014,Matale,14
01/05/2014,Matale,14
01/06/2014,Matale,81
01/07/2014,Matale,75
01/08/2014,Matale,55
01/09/2014,Matale,27
01/10/2014,Matale,81
01/11/2014,Matale,101
01/12/2014,Matale,108
01/01/2014,N eliya,27
01/02/2014,N eliya,14
01/03/2014,N eliya,6
01/04/2014,N eliya,11
01/05/2014,N eliya,25
01/06/2014,N eliya,60
01/07/2014,N eliya,39
01/08/2014,N eliya,34
01/09/2014,N eliya,18
01/10/2014,N eliya,29
01/11/2014,N eliya,16
01/12/2014,N eliya,35
01/01/2014,Galle,136
01/02/2014,Galle,49
01/03/2014,Galle,61
01/04/2014,Galle,35
01/05/2014,Galle,75
01/06/2014,Galle,139
01/07/2014,Galle,197
01/08/2014,Galle,107
01/09/2014,Galle,71
01/10/2014,Galle,125
01/11/2014,Galle,109
01/12/2014,Galle,120
01/01/2014,Hambantota,48
01/02/2014,Hambantota,34
01/03/2014,Hambantota,17
01/04/2014,Hambantota,26
01/05/2014,Hambantota,42
01/06/2014,Hambantota,121
01/07/2014,Hambantota,169
01/08/2014,Hambantota,36
01/09/2014,Hambantota,29
01/10/2014,Hambantota,51
01/11/2014,Hambantota,39
01/12/2014,Hambantota,53
01/01/2014,Matara,50
01/02/2014,Matara,31
01/03/2014,Matara,11
01/04/2014,Matara,13
01/05/2014,Matara,22
01/06/2014,Matara,63
01/07/2014,Matara,112
01/08/2014,Matara,82
01/09/2014,Matara,93
01/10/2014,Matara,130
01/11/2014,Matara,71
01/12/2014,Matara,70
01/01/2014,Jaffna,148
01/02/2014,Jaffna,92
01/03/2014,Jaffna,58
01/04/2014,Jaffna,59
01/05/2014,Jaffna,73
01/06/2014,Jaffna,89
01/07/2014,Jaffna,148
01/08/2014,Jaffna,123
01/09/2014,Jaffna,95
01/10/2014,Jaffna,212
01/11/2014,Jaffna,318
01/12/2014,Jaffna,424
01/01/2014,Killinochchi,10
01/02/2014,Killinochchi,10
01/03/2014,Killinochchi,4
01/04/2014,Killinochchi,6
01/05/2014,Killinochchi,0
01/06/2014,Killinochchi,1
01/07/2014,Killinochchi,8
01/08/2014,Killinochchi,3
01/09/2014,Killinochchi,4
01/10/2014,Killinochchi,10
01/11/2014,Killinochchi,15
01/12/2014,Killinochchi,19
01/01/2014,Mannar,2
01/02/2014,Mannar,1
01/03/2014,Mannar,0
01/04/2014,Mannar,1
01/05/2014,Mannar,2
01/06/2014,Mannar,20
01/07/2014,Mannar,13
01/08/2014,Mannar,10
01/09/2014,Mannar,40
01/10/2014,Mannar,68
01/11/2014,Mannar,119
01/12/2014,Mannar,83
01/01/2014,Vauniya,6
01/02/2014,Vauniya,12
01/03/2014,Vauniya,14
01/04/2014,Vauniya,9
01/05/2014,Vauniya,6
01/06/2014,Vauniya,33
01/07/2014,Vauniya,16
01/08/2014,Vauniya,5
01/09/2014,Vauniya,4
01/10/2014,Vauniya,7
01/11/2014,Vauniya,14
01/12/2014,Vauniya,16
01/01/2014,Mulative,23
01/02/2014,Mulative,9
01/03/2014,Mulative,17
01/04/2014,Mulative,4
01/05/2014,Mulative,6
01/06/2014,Mulative,10
01/07/2014,Mulative,6
01/08/2014,Mulative,6
01/09/2014,Mulative,5
01/10/2014,Mulative,5
01/11/2014,Mulative,17
01/12/2014,Mulative,26
01/01/2014,Battocolo,43
01/02/2014,Battocolo,66
01/03/2014,Battocolo,147
01/04/2014,Battocolo,92
01/05/2014,Battocolo,117
01/06/2014,Battocolo,97
01/07/2014,Battocolo,60
01/08/2014,Battocolo,22
01/09/2014,Battocolo,15
01/10/2014,Battocolo,40
01/11/2014,Battocolo,95
01/12/2014,Battocolo,176
01/01/2014,Ampara,22
01/02/2014,Ampara,16
01/03/2014,Ampara,7
01/04/2014,Ampara,13
01/05/2014,Ampara,9
01/06/2014,Ampara,21
01/07/2014,Ampara,17
01/08/2014,Ampara,19
01/09/2014,Ampara,3
01/10/2014,Ampara,10
01/11/2014,Ampara,15
01/12/2014,Ampara,6
01/01/2014,Trincomalee,52
01/02/2014,Trincomalee,38
01/03/2014,Trincomalee,77
01/04/2014,Trincomalee,115
01/05/2014,Trincomalee,100
01/06/2014,Trincomalee,55
01/07/2014,Trincomalee,34
01/08/2014,Trincomalee,18
01/09/2014,Trincomalee,16
01/10/2014,Trincomalee,22
01/11/2014,Trincomalee,55
01/12/2014,Trincomalee,79
01/01/2014,Kurunegala,163
01/02/2014,Kurunegala,106
01/03/2014,Kurunegala,94
01/04/2014,Kurunegala,61
01/05/2014,Kurunegala,61
01/06/2014,Kurunegala,303
01/07/2014,Kurunegala,318
01/08/2014,Kurunegala,296
01/09/2014,Kurunegala,195
01/10/2014,Kurunegala,287
01/11/2014,Kurunegala,316
01/12/2014,Kurunegala,264
01/01/2014,Puttalama,93
01/02/2014,Puttalama,42
01/03/2014,Puttalama,42
01/04/2014,Puttalama,27
01/05/2014,Puttalama,34
01/06/2014,Puttalama,83
01/07/2014,Puttalama,101
01/08/2014,Puttalama,65
01/09/2014,Puttalama,39
01/10/2014,Puttalama,84
01/11/2014,Puttalama,147
01/12/2014,Puttalama,159
01/01/2014,Anuradapura,68
01/02/2014,Anuradapura,44
01/03/2014,Anuradapura,27
01/04/2014,Anuradapura,39
01/05/2014,Anuradapura,27
01/06/2014,Anuradapura,61
01/07/2014,Anuradapura,89
01/08/2014,Anuradapura,39
01/09/2014,Anuradapura,25
01/10/2014,Anuradapura,51
01/11/2014,Anuradapura,54
01/12/2014,Anuradapura,108
01/01/2014,Polonnaruwa,75
01/02/2014,Polonnaruwa,45
01/03/2014,Polonnaruwa,38
01/04/2014,Polonnaruwa,33
01/05/2014,Polonnaruwa,24
01/06/2014,Polonnaruwa,62
01/07/2014,Polonnaruwa,79
01/08/2014,Polonnaruwa,33
01/09/2014,Polonnaruwa,27
01/10/2014,Polonnaruwa,42
01/11/2014,Polonnaruwa,53
01/12/2014,Polonnaruwa,47
01/01/2014,Badulla,56
01/02/2014,Badulla,43
01/03/2014,Badulla,36
01/04/2014,Badulla,12
01/05/2014,Badulla,56
01/06/2014,Badulla,90
01/07/2014,Badulla,79
01/08/2014,Badulla,84
01/09/2014,Badulla,76
01/10/2014,Badulla,129
01/11/2014,Badulla,221
01/12/2014,Badulla,231
01/01/2014,Monaragala,23
01/02/2014,Monaragala,24
01/03/2014,Monaragala,21
01/04/2014,Monaragala,9
01/05/2014,Monaragala,10
01/06/2014,Monaragala,34
01/07/2014,Monaragala,48
01/08/2014,Monaragala,32
01/09/2014,Monaragala,20
01/10/2014,Monaragala,27
01/11/2014,Monaragala,44
01/12/2014,Monaragala,21
01/01/2014,Rathnapura,91
01/02/2014,Rathnapura,43
01/03/2014,Rathnapura,58
01/04/2014,Rathnapura,52
01/05/2014,Rathnapura,370
01/06/2014,Rathnapura,866
01/07/2014,Rathnapura,457
01/08/2014,Rathnapura,343
01/09/2014,Rathnapura,148
01/10/2014,Rathnapura,171
01/11/2014,Rathnapura,124
01/12/2014,Rathnapura,100
01/01/2014,Kegalla,84
01/02/2014,Kegalla,58
01/03/2014,Kegalla,54
01/04/2014,Kegalla,60
01/05/2014,Kegalla,179
01/06/2014,Kegalla,320
01/07/2014,Kegalla,242
01/08/2014,Kegalla,231
01/09/2014,Kegalla,89
01/10/2014,Kegalla,132
01/11/2014,Kegalla,151
01/12/2014,Kegalla,124
01/01/2014,Kalminai,12
01/02/2014,Kalminai,12
01/03/2014,Kalminai,15
01/04/2014,Kalminai,8
01/05/2014,Kalminai,18
01/06/2014,Kalminai,28
01/07/2014,Kalminai,11
01/08/2014,Kalminai,17
01/09/2014,Kalminai,12
01/10/2014,Kalminai,33
01/11/2014,Kalminai,204
01/12/2014,Kalminai,147
01/01/2015,Colombo,1802
01/02/2015,Colombo,1101
01/03/2015,Colombo,537
01/04/2015,Colombo,317
01/05/2015,Colombo,515
01/06/2015,Colombo,515
01/07/2015,Colombo,907
01/08/2015,Colombo,711
01/09/2015,Colombo,401
01/10/2015,Colombo,769
01/11/2015,Colombo,985
01/12/2015,Colombo,1321
01/01/2015,Gampaha,817
01/02/2015,Gampaha,492
01/03/2015,Gampaha,255
01/04/2015,Gampaha,193
01/05/2015,Gampaha,264
01/06/2015,Gampaha,225
01/07/2015,Gampaha,317
01/08/2015,Gampaha,233
01/09/2015,Gampaha,186
01/10/2015,Gampaha,277
01/11/2015,Gampaha,387
01/12/2015,Gampaha,496
01/01/2015,Kalutara,276
01/02/2015,Kalutara,180
01/03/2015,Kalutara,106
01/04/2015,Kalutara,72
01/05/2015,Kalutara,86
01/06/2015,Kalutara,78
01/07/2015,Kalutara,125
01/08/2015,Kalutara,92
01/09/2015,Kalutara,57
01/10/2015,Kalutara,118
01/11/2015,Kalutara,167
01/12/2015,Kalutara,202
01/01/2015,Kandy,253
01/02/2015,Kandy,156
01/03/2015,Kandy,95
01/04/2015,Kandy,63
01/05/2015,Kandy,71
01/06/2015,Kandy,70
01/07/2015,Kandy,64
01/08/2015,Kandy,47
01/09/2015,Kandy,62
01/10/2015,Kandy,154
01/11/2015,Kandy,120
01/12/2015,Kandy,170
01/01/2015,Matale,166
01/02/2015,Matale,92
01/03/2015,Matale,26
01/04/2015,Matale,16
01/05/2015,Matale,10
01/06/2015,Matale,16
01/07/2015,Matale,8
01/08/2015,Matale,7
01/09/2015,Matale,8
01/10/2015,Matale,12
01/11/2015,Matale,18
01/12/2015,Matale,22
01/01/2015,N eliya,38
01/02/2015,N eliya,26
01/03/2015,N eliya,13
01/04/2015,N eliya,5
01/05/2015,N eliya,8
01/06/2015,N eliya,8
01/07/2015,N eliya,15
01/08/2015,N eliya,5
01/09/2015,N eliya,6
01/10/2015,N eliya,15
01/11/2015,N eliya,14
01/12/2015,N eliya,27
01/01/2015,Galle,150
01/02/2015,Galle,118
01/03/2015,Galle,70
01/04/2015,Galle,35
01/05/2015,Galle,26
01/06/2015,Galle,20
01/07/2015,Galle,46
01/08/2015,Galle,80
01/09/2015,Galle,75
01/10/2015,Galle,131
01/11/2015,Galle,151
01/12/2015,Galle,128
01/01/2015,Hambantota,46
01/02/2015,Hambantota,51
01/03/2015,Hambantota,28
01/04/2015,Hambantota,18
01/05/2015,Hambantota,12
01/06/2015,Hambantota,11
01/07/2015,Hambantota,26
01/08/2015,Hambantota,27
01/09/2015,Hambantota,17
01/10/2015,Hambantota,61
01/11/2015,Hambantota,56
01/12/2015,Hambantota,45
01/01/2015,Matara,81
01/02/2015,Matara,46
01/03/2015,Matara,41
01/04/2015,Matara,28
01/05/2015,Matara,25
01/06/2015,Matara,12
01/07/2015,Matara,21
01/08/2015,Matara,24
01/09/2015,Matara,24
01/10/2015,Matara,72
01/11/2015,Matara,43
01/12/2015,Matara,42
01/01/2015,Jaffna,614
01/02/2015,Jaffna,218
01/03/2015,Jaffna,113
01/04/2015,Jaffna,48
01/05/2015,Jaffna,66
01/06/2015,Jaffna,63
01/07/2015,Jaffna,69
01/08/2015,Jaffna,45
01/09/2015,Jaffna,51
01/10/2015,Jaffna,76
01/11/2015,Jaffna,216
01/12/2015,Jaffna,437
01/01/2015,Killinochchi,18
01/02/2015,Killinochchi,11
01/03/2015,Killinochchi,3
01/04/2015,Killinochchi,0
01/05/2015,Killinochchi,2
01/06/2015,Killinochchi,4
01/07/2015,Killinochchi,9
01/08/2015,Killinochchi,7
01/09/2015,Killinochchi,7
01/10/2015,Killinochchi,14
01/11/2015,Killinochchi,11
01/12/2015,Killinochchi,6
01/01/2015,Mannar,50
01/02/2015,Mannar,16
01/03/2015,Mannar,2
01/04/2015,Mannar,1
01/05/2015,Mannar,4
01/06/2015,Mannar,2
01/07/2015,Mannar,1
01/08/2015,Mannar,1
01/09/2015,Mannar,2
01/10/2015,Mannar,2
01/11/2015,Mannar,4
01/12/2015,Mannar,20
01/01/2015,Vauniya,32
01/02/2015,Vauniya,15
01/03/2015,Vauniya,8
01/04/2015,Vauniya,4
01/05/2015,Vauniya,15
01/06/2015,Vauniya,9
01/07/2015,Vauniya,5
01/08/2015,Vauniya,4
01/09/2015,Vauniya,11
01/10/2015,Vauniya,19
01/11/2015,Vauniya,16
01/12/2015,Vauniya,59
01/01/2015,Mulative,36
01/02/2015,Mulative,17
01/03/2015,Mulative,8
01/04/2015,Mulative,10
01/05/2015,Mulative,12
01/06/2015,Mulative,14
01/07/2015,Mulative,13
01/08/2015,Mulative,7
01/09/2015,Mulative,2
01/10/2015,Mulative,2
01/11/2015,Mulative,6
01/12/2015,Mulative,15
01/01/2015,Battocolo,335
01/02/2015,Battocolo,347
01/03/2015,Battocolo,210
01/04/2015,Battocolo,124
01/05/2015,Battocolo,139
01/06/2015,Battocolo,82
01/07/2015,Battocolo,65
01/08/2015,Battocolo,18
01/09/2015,Battocolo,8
01/10/2015,Battocolo,31
01/11/2015,Battocolo,40
01/12/2015,Battocolo,75
01/01/2015,Ampara,10
01/02/2015,Ampara,5
01/03/2015,Ampara,6
01/04/2015,Ampara,0
01/05/2015,Ampara,5
01/06/2015,Ampara,9
01/07/2015,Ampara,4
01/08/2015,Ampara,6
01/09/2015,Ampara,5
01/10/2015,Ampara,3
01/11/2015,Ampara,3
01/12/2015,Ampara,11
01/01/2015,Trincomalee,131
01/02/2015,Trincomalee,96
01/03/2015,Trincomalee,59
01/04/2015,Trincomalee,81
01/05/2015,Trincomalee,65
01/06/2015,Trincomalee,39
01/07/2015,Trincomalee,30
01/08/2015,Trincomalee,9
01/09/2015,Trincomalee,8
01/10/2015,Trincomalee,6
01/11/2015,Trincomalee,15
01/12/2015,Trincomalee,48
01/01/2015,Kurunegala,329
01/02/2015,Kurunegala,178
01/03/2015,Kurunegala,108
01/04/2015,Kurunegala,73
01/05/2015,Kurunegala,62
01/06/2015,Kurunegala,61
01/07/2015,Kurunegala,82
01/08/2015,Kurunegala,70
01/09/2015,Kurunegala,27
01/10/2015,Kurunegala,56
01/11/2015,Kurunegala,107
01/12/2015,Kurunegala,100
01/01/2015,Puttalama,256
01/02/2015,Puttalama,85
01/03/2015,Puttalama,34
01/04/2015,Puttalama,20
01/05/2015,Puttalama,32
01/06/2015,Puttalama,42
01/07/2015,Puttalama,65
01/08/2015,Puttalama,14
01/09/2015,Puttalama,12
01/10/2015,Puttalama,23
01/11/2015,Puttalama,77
01/12/2015,Puttalama,79
01/01/2015,Anuradapura,122
01/02/2015,Anuradapura,78
01/03/2015,Anuradapura,27
01/04/2015,Anuradapura,18
01/05/2015,Anuradapura,12
01/06/2015,Anuradapura,15
01/07/2015,Anuradapura,18
01/08/2015,Anuradapura,13
01/09/2015,Anuradapura,14
01/10/2015,Anuradapura,12
01/11/2015,Anuradapura,29
01/12/2015,Anuradapura,43
01/01/2015,Polonnaruwa,47
01/02/2015,Polonnaruwa,48
01/03/2015,Polonnaruwa,13
01/04/2015,Polonnaruwa,9
01/05/2015,Polonnaruwa,12
01/06/2015,Polonnaruwa,9
01/07/2015,Polonnaruwa,18
01/08/2015,Polonnaruwa,12
01/09/2015,Polonnaruwa,8
01/10/2015,Polonnaruwa,21
01/11/2015,Polonnaruwa,25
01/12/2015,Polonnaruwa,28
01/01/2015,Badulla,195
01/02/2015,Badulla,60
01/03/2015,Badulla,30
01/04/2015,Badulla,31
01/05/2015,Badulla,22
01/06/2015,Badulla,30
01/07/2015,Badulla,33
01/08/2015,Badulla,19
01/09/2015,Badulla,10
01/10/2015,Badulla,35
01/11/2015,Badulla,54
01/12/2015,Badulla,47
01/01/2015,Monaragala,46
01/02/2015,Monaragala,29
01/03/2015,Monaragala,15
01/04/2015,Monaragala,7
01/05/2015,Monaragala,7
01/06/2015,Monaragala,18
01/07/2015,Monaragala,16
01/08/2015,Monaragala,14
01/09/2015,Monaragala,2
01/10/2015,Monaragala,16
01/11/2015,Monaragala,23
01/12/2015,Monaragala,30
01/01/2015,Rathnapura,163
01/02/2015,Rathnapura,122
01/03/2015,Rathnapura,90
01/04/2015,Rathnapura,59
01/05/2015,Rathnapura,70
01/06/2015,Rathnapura,68
01/07/2015,Rathnapura,105
01/08/2015,Rathnapura,74
01/09/2015,Rathnapura,46
01/10/2015,Rathnapura,64
01/11/2015,Rathnapura,93
01/12/2015,Rathnapura,87
01/01/2015,Kegalla,104
01/02/2015,Kegalla,57
01/03/2015,Kegalla,36
01/04/2015,Kegalla,40
01/05/2015,Kegalla,54
01/06/2015,Kegalla,38
01/07/2015,Kegalla,50
01/08/2015,Kegalla,49
01/09/2015,Kegalla,36
01/10/2015,Kegalla,70
01/11/2015,Kegalla,80
01/12/2015,Kegalla,97
01/01/2015,Kalminai,228
01/02/2015,Kalminai,87
01/03/2015,Kalminai,29
01/04/2015,Kalminai,21
01/05/2015,Kalminai,29
01/06/2015,Kalminai,19
01/07/2015,Kalminai,13
01/08/2015,Kalminai,16
01/09/2015,Kalminai,14
01/10/2015,Kalminai,7
01/11/2015,Kalminai,22
01/12/2015,Kalminai,53
01/01/2016,Colombo,2184
01/02/2016,Colombo,1569
01/03/2016,Colombo,1016
01/04/2016,Colombo,942
01/05/2016,Colombo,693
01/06/2016,Colombo,1459
01/07/2016,Colombo,3191
01/08/2016,Colombo,1478
01/09/2016,Colombo,939
01/10/2016,Colombo,459
01/11/2016,Colombo,460
01/12/2016,Colombo,2377
01/01/2016,Gampaha,862
