Date,City,Value
01/02/2016,Gampaha,615
01/03/2016,Gampaha,260
01/04/2016,Gampaha,276
01/05/2016,Gampaha,221
01/06/2016,Gampaha,555
01/07/2016,Gampaha,1625
01/08/2016,Gampaha,687
01/09/2016,Gampaha,526
01/10/2016,Gampaha,219
01/11/2016,Gampaha,220
01/12/2016,Gampaha,1107
01/01/2016,Kalutara,321
01/02/2016,Kalutara,294
01/03/2016,Kalutara,197
01/04/2016,Kalutara,312
01/05/2016,Kalutara,249
01/06/2016,Kalutara,343
01/07/2016,Kalutara,683
01/08/2016,Kalutara,293
01/09/2016,Kalutara,195
01/10/2016,Kalutara,106
01/11/2016,Kalutara,121
01/12/2016,Kalutara,388
01/01/2016,Kandy,335
01/02/2016,Kandy,207
01/03/2016,Kandy,93
01/04/2016,Kandy,109
01/05/2016,Kandy,154
01/06/2016,Kandy,504
01/07/2016,Kandy,1226
01/08/2016,Kandy,510
01/09/2016,Kandy,347
01/10/2016,Kandy,165
01/11/2016,Kandy,112
01/12/2016,Kandy,301
01/01/2016,Matale,51
01/02/2016,Matale,42
01/03/2016,Matale,33
01/04/2016,Matale,21
01/05/2016,Matale,29
01/06/2016,Matale,89
01/07/2016,Matale,348
01/08/2016,Matale,133
01/09/2016,Matale,135
01/10/2016,Matale,78
01/11/2016,Matale,66
01/12/2016,Matale,123
01/01/2016,N eliya,44
01/02/2016,N eliya,22
01/03/2016,N eliya,20
01/04/2016,N eliya,31
01/05/2016,N eliya,18
01/06/2016,N eliya,38
01/07/2016,N eliya,111
01/08/2016,N eliya,51
01/09/2016,N eliya,25
01/10/2016,N eliya,18
01/11/2016,N eliya,12
01/12/2016,N eliya,31
01/01/2016,Galle,276
01/02/2016,Galle,135
01/03/2016,Galle,110
01/04/2016,Galle,120
01/05/2016,Galle,118
01/06/2016,Galle,121
01/07/2016,Galle,467
01/08/2016,Galle,253
01/09/2016,Galle,288
01/10/2016,Galle,236
01/11/2016,Galle,281
01/12/2016,Galle,681
01/01/2016,Hambantota,97
01/02/2016,Hambantota,79
01/03/2016,Hambantota,47
01/04/2016,Hambantota,43
01/05/2016,Hambantota,42
01/06/2016,Hambantota,82
01/07/2016,Hambantota,176
01/08/2016,Hambantota,47
01/09/2016,Hambantota,57
01/10/2016,Hambantota,30
01/11/2016,Hambantota,47
01/12/2016,Hambantota,153
01/01/2016,Matara,139
01/02/2016,Matara,92
01/03/2016,Matara,43
01/04/2016,Matara,56
01/05/2016,Matara,35
01/06/2016,Matara,119
01/07/2016,Matara,282
01/08/2016,Matara,144
01/09/2016,Matara,115
01/10/2016,Matara,82
01/11/2016,Matara,86
01/12/2016,Matara,191
01/01/2016,Jaffna,687
01/02/2016,Jaffna,238
01/03/2016,Jaffna,150
01/04/2016,Jaffna,93
01/05/2016,Jaffna,58
01/06/2016,Jaffna,80
01/07/2016,Jaffna,226
01/08/2016,Jaffna,148
01/09/2016,Jaffna,121
01/10/2016,Jaffna,91
01/11/2016,Jaffna,135
01/12/2016,Jaffna,441
01/01/2016,Killinochchi,15
01/02/2016,Killinochchi,16
01/03/2016,Killinochchi,5
01/04/2016,Killinochchi,7
01/05/2016,Killinochchi,4
01/06/2016,Killinochchi,4
01/07/2016,Killinochchi,8
01/08/2016,Killinochchi,8
01/09/2016,Killinochchi,3
01/10/2016,Killinochchi,5
01/11/2016,Killinochchi,1
01/12/2016,Killinochchi,10
01/01/2016,Mannar,42
01/02/2016,Mannar,17
01/03/2016,Mannar,3
01/04/2016,Mannar,7
01/05/2016,Mannar,16
01/06/2016,Mannar,10
01/07/2016,Mannar,10
01/08/2016,Mannar,2
01/09/2016,Mannar,12
01/10/2016,Mannar,18
01/11/2016,Mannar,17
01/12/2016,Mannar,78
01/01/2016,Vauniya,69
01/02/2016,Vauniya,22
01/03/2016,Vauniya,19
01/04/2016,Vauniya,26
01/05/2016,Vauniya,13
01/06/2016,Vauniya,7
01/07/2016,Vauniya,30
01/08/2016,Vauniya,12
01/09/2016,Vauniya,20
01/10/2016,Vauniya,12
01/11/2016,Vauniya,5
01/12/2016,Vauniya,33
01/01/2016,Mulative,29
01/02/2016,Mulative,18
01/03/2016,Mulative,19
01/04/2016,Mulative,22
01/05/2016,Mulative,9
01/06/2016,Mulative,18
01/07/2016,Mulative,22
01/08/2016,Mulative,12
01/09/2016,Mulative,7
01/10/2016,Mulative,7
01/11/2016,Mulative,7
01/12/2016,Mulative,12
01/01/2016,Battocolo,124
01/02/2016,Battocolo,65
01/03/2016,Battocolo,34
01/04/2016,Battocolo,31
01/05/2016,Battocolo,20
01/06/2016,Battocolo,43
01/07/2016,Battocolo,69
01/08/2016,Battocolo,38
01/09/2016,Battocolo,31
01/10/2016,Battocolo,13
01/11/2016,Battocolo,18
01/12/2016,Battocolo,126
01/01/2016,Ampara,38
01/02/2016,Ampara,19
01/03/2016,Ampara,18
01/04/2016,Ampara,18
01/05/2016,Ampara,7
01/06/2016,Ampara,22
01/07/2016,Ampara,61
01/08/2016,Ampara,17
01/09/2016,Ampara,20
01/10/2016,Ampara,7
01/11/2016,Ampara,4
01/12/2016,Ampara,29
01/01/2016,Trincomalee,102
01/02/2016,Trincomalee,59
01/03/2016,Trincomalee,42
01/04/2016,Trincomalee,32
01/05/2016,Trincomalee,28
01/06/2016,Trincomalee,25
01/07/2016,Trincomalee,35
01/08/2016,Trincomalee,17
01/09/2016,Trincomalee,14
01/10/2016,Trincomalee,9
01/11/2016,Trincomalee,8
01/12/2016,Trincomalee,132
01/01/2016,Kurunegala,241
01/02/2016,Kurunegala,170
01/03/2016,Kurunegala,105
01/04/2016,Kurunegala,98
01/05/2016,Kurunegala,194
01/06/2016,Kurunegala,361
01/07/2016,Kurunegala,598
01/08/2016,Kurunegala,227
01/09/2016,Kurunegala,125
01/10/2016,Kurunegala,67
01/11/2016,Kurunegala,110
01/12/2016,Kurunegala,260
01/01/2016,Puttalama,206
01/02/2016,Puttalama,160
01/03/2016,Puttalama,63
01/04/2016,Puttalama,74
01/05/2016,Puttalama,53
01/06/2016,Puttalama,87
01/07/2016,Puttalama,144
01/08/2016,Puttalama,89
01/09/2016,Puttalama,47
01/10/2016,Puttalama,17
01/11/2016,Puttalama,26
01/12/2016,Puttalama,80
01/01/2016,Anuradapura,98
01/02/2016,Anuradapura,65
01/03/2016,Anuradapura,33
01/04/2016,Anuradapura,50
01/05/2016,Anuradapura,29
01/06/2016,Anuradapura,40
01/07/2016,Anuradapura,137
01/08/2016,Anuradapura,91
01/09/2016,Anuradapura,70
01/10/2016,Anuradapura,28
01/11/2016,Anuradapura,30
01/12/2016,Anuradapura,60
01/01/2016,Polonnaruwa,60
01/02/2016,Polonnaruwa,48
01/03/2016,Polonnaruwa,24
01/04/2016,Polonnaruwa,33
01/05/2016,Polonnaruwa,20
01/06/2016,Polonnaruwa,31
01/07/2016,Polonnaruwa,110
01/08/2016,Polonnaruwa,38
01/09/2016,Polonnaruwa,27
01/10/2016,Polonnaruwa,22
01/11/2016,Polonnaruwa,23
01/12/2016,Polonnaruwa,43
01/01/2016,Badulla,85
01/02/2016,Badulla,40
01/03/2016,Badulla,55
01/04/2016,Badulla,43
01/05/2016,Badulla,32
01/06/2016,Badulla,107
01/07/2016,Badulla,169
01/08/2016,Badulla,72
01/09/2016,Badulla,127
01/10/2016,Badulla,200
01/11/2016,Badulla,105
01/12/2016,Badulla,150
01/01/2016,Monaragala,58
01/02/2016,Monaragala,32
01/03/2016,Monaragala,23
01/04/2016,Monaragala,31
01/05/2016,Monaragala,18
01/06/2016,Monaragala,24
01/07/2016,Monaragala,70
01/08/2016,Monaragala,59
01/09/2016,Monaragala,46
01/10/2016,Monaragala,18
01/11/2016,Monaragala,29
01/12/2016,Monaragala,67
01/01/2016,Rathnapura,211
01/02/2016,Rathnapura,135
01/03/2016,Rathnapura,169
01/04/2016,Rathnapura,237
01/05/2016,Rathnapura,241
01/06/2016,Rathnapura,395
01/07/2016,Rathnapura,681
01/08/2016,Rathnapura,275
01/09/2016,Rathnapura,196
01/10/2016,Rathnapura,139
01/11/2016,Rathnapura,143
01/12/2016,Rathnapura,308
01/01/2016,Kegalla,198
01/02/2016,Kegalla,153
01/03/2016,Kegalla,66
01/04/2016,Kegalla,90
01/05/2016,Kegalla,100
01/06/2016,Kegalla,149
01/07/2016,Kegalla,210
01/08/2016,Kegalla,153
01/09/2016,Kegalla,104
01/10/2016,Kegalla,82
01/11/2016,Kegalla,60
01/12/2016,Kegalla,148
01/01/2016,Kalminai,122
01/02/2016,Kalminai,127
01/03/2016,Kalminai,49
01/04/2016,Kalminai,30
01/05/2016,Kalminai,21
01/06/2016,Kalminai,18
01/07/2016,Kalminai,26
01/08/2016,Kalminai,19
01/09/2016,Kalminai,32
01/10/2016,Kalminai,57
01/11/2016,Kalminai,131
01/12/2016,Kalminai,348
01/01/2017,Colombo,2734
01/02/2017,Colombo,1900
01/03/2017,Colombo,2467
01/04/2017,Colombo,2570
01/05/2017,Colombo,3333
01/06/2017,Colombo,5372
01/07/2017,Colombo,7471
01/08/2017,Colombo,3620
01/09/2017,Colombo,1251
01/10/2017,Colombo,823
01/11/2017,Colombo,1131
01/12/2017,Colombo,1602
01/01/2017,Gampaha,1635
01/02/2017,Gampaha,1087
01/03/2017,Gampaha,1870
01/04/2017,Gampaha,2072
01/05/2017,Gampaha,3168
01/06/2017,Gampaha,4901
01/07/2017,Gampaha,9039
01/08/2017,Gampaha,3553
01/09/2017,Gampaha,1246
01/10/2017,Gampaha,779
01/11/2017,Gampaha,1078
01/12/2017,Gampaha,1219
01/01/2017,Kalutara,581
01/02/2017,Kalutara,448
01/03/2017,Kalutara,836
01/04/2017,Kalutara,739
01/05/2017,Kalutara,946
01/06/2017,Kalutara,1248
01/07/2017,Kalutara,2612
01/08/2017,Kalutara,1477
01/09/2017,Kalutara,663
01/10/2017,Kalutara,337
01/11/2017,Kalutara,528
01/12/2017,Kalutara,546
01/01/2017,Kandy,252
01/02/2017,Kandy,207
01/03/2017,Kandy,369
01/04/2017,Kandy,443
01/05/2017,Kandy,862
01/06/2017,Kandy,2314
01/07/2017,Kandy,3855
01/08/2017,Kandy,2354
01/09/2017,Kandy,1090
01/10/2017,Kandy,821
01/11/2017,Kandy,884
01/12/2017,Kandy,957
01/01/2017,Matale,129
01/02/2017,Matale,103
01/03/2017,Matale,145
01/04/2017,Matale,120
01/05/2017,Matale,165
01/06/2017,Matale,436
01/07/2017,Matale,766
01/08/2017,Matale,534
01/09/2017,Matale,167
01/10/2017,Matale,177
01/11/2017,Matale,214
01/12/2017,Matale,215
01/01/2017,N eliya,50
01/02/2017,N eliya,32
01/03/2017,N eliya,42
01/04/2017,N eliya,37
01/05/2017,N eliya,57
01/06/2017,N eliya,94
01/07/2017,N eliya,294
01/08/2017,N eliya,159
01/09/2017,N eliya,39
01/10/2017,N eliya,27
01/11/2017,N eliya,22
01/12/2017,N eliya,39
01/01/2017,Galle,872
01/02/2017,Galle,567
01/03/2017,Galle,424
01/04/2017,Galle,265
01/05/2017,Galle,394
01/06/2017,Galle,623
01/07/2017,Galle,1072
01/08/2017,Galle,877
01/09/2017,Galle,369
01/10/2017,Galle,163
01/11/2017,Galle,300
01/12/2017,Galle,339
01/01/2017,Hambantota,301
01/02/2017,Hambantota,225
01/03/2017,Hambantota,339
01/04/2017,Hambantota,333
01/05/2017,Hambantota,272
01/06/2017,Hambantota,384
01/07/2017,Hambantota,529
01/08/2017,Hambantota,359
01/09/2017,Hambantota,237
01/10/2017,Hambantota,174
01/11/2017,Hambantota,244
01/12/2017,Hambantota,181
01/01/2017,Matara,431
01/02/2017,Matara,382
01/03/2017,Matara,337
01/04/2017,Matara,354
01/05/2017,Matara,488
01/06/2017,Matara,581
01/07/2017,Matara,1789
01/08/2017,Matara,1029
01/09/2017,Matara,403
01/10/2017,Matara,174
01/11/2017,Matara,181
01/12/2017,Matara,182
01/01/2017,Jaffna,625
01/02/2017,Jaffna,478
01/03/2017,Jaffna,863
01/04/2017,Jaffna,499
01/05/2017,Jaffna,301
01/06/2017,Jaffna,288
01/07/2017,Jaffna,376
01/08/2017,Jaffna,290
01/09/2017,Jaffna,341
01/10/2017,Jaffna,593
01/11/2017,Jaffna,509
01/12/2017,Jaffna,912
01/01/2017,Killinochchi,55
01/02/2017,Killinochchi,84
01/03/2017,Killinochchi,35
01/04/2017,Killinochchi,46
01/05/2017,Killinochchi,21
01/06/2017,Killinochchi,21
01/07/2017,Killinochchi,90
01/08/2017,Killinochchi,59
01/09/2017,Killinochchi,30
01/10/2017,Killinochchi,17
01/11/2017,Killinochchi,28
01/12/2017,Killinochchi,32
01/01/2017,Mannar,147
01/02/2017,Mannar,91
01/03/2017,Mannar,65
01/04/2017,Mannar,90
01/05/2017,Mannar,60
01/06/2017,Mannar,23
01/07/2017,Mannar,23
01/08/2017,Mannar,5
01/09/2017,Mannar,3
01/10/2017,Mannar,6
01/11/2017,Mannar,8
01/12/2017,Mannar,22
01/01/2017,Vauniya,58
01/02/2017,Vauniya,76
01/03/2017,Vauniya,143
01/04/2017,Vauniya,83
01/05/2017,Vauniya,65
01/06/2017,Vauniya,81
01/07/2017,Vauniya,137
01/08/2017,Vauniya,92
01/09/2017,Vauniya,52
01/10/2017,Vauniya,48
01/11/2017,Vauniya,97
01/12/2017,Vauniya,143
01/01/2017,Mulative,37
01/02/2017,Mulative,32
01/03/2017,Mulative,21
01/04/2017,Mulative,16
01/05/2017,Mulative,27
01/06/2017,Mulative,37
01/07/2017,Mulative,71
01/08/2017,Mulative,50
01/09/2017,Mulative,23
01/10/2017,Mulative,16
01/11/2017,Mulative,24
01/12/2017,Mulative,40
01/01/2017,Battocolo,217
01/02/2017,Battocolo,465
01/03/2017,Battocolo,828
01/04/2017,Battocolo,1182
01/05/2017,Battocolo,869
01/06/2017,Battocolo,465
01/07/2017,Battocolo,273
01/08/2017,Battocolo,197
01/09/2017,Battocolo,143
01/10/2017,Battocolo,140
01/11/2017,Battocolo,271
01/12/2017,Battocolo,556
01/01/2017,Ampara,51
01/02/2017,Ampara,51
01/03/2017,Ampara,59
01/04/2017,Ampara,72
01/05/2017,Ampara,75
01/06/2017,Ampara,105
01/07/2017,Ampara,225
01/08/2017,Ampara,100
01/09/2017,Ampara,62
01/10/2017,Ampara,41
01/11/2017,Ampara,33
01/12/2017,Ampara,60
01/01/2017,Trincomalee,387
01/02/2017,Trincomalee,661
01/03/2017,Trincomalee,2114
01/04/2017,Trincomalee,936
01/05/2017,Trincomalee,158
01/06/2017,Trincomalee,136
01/07/2017,Trincomalee,154
01/08/2017,Trincomalee,99
01/09/2017,Trincomalee,68
01/10/2017,Trincomalee,70
01/11/2017,Trincomalee,105
01/12/2017,Trincomalee,120
01/01/2017,Kurunegala,403
01/02/2017,Kurunegala,381
01/03/2017,Kurunegala,505
01/04/2017,Kurunegala,629
01/05/2017,Kurunegala,1281
01/06/2017,Kurunegala,2030
01/07/2017,Kurunegala,2300
01/08/2017,Kurunegala,1487
01/09/2017,Kurunegala,576
01/10/2017,Kurunegala,368
01/11/2017,Kurunegala,747
01/12/2017,Kurunegala,562
01/01/2017,Puttalama,196
01/02/2017,Puttalama,132
01/03/2017,Puttalama,212
01/04/2017,Puttalama,318
01/05/2017,Puttalama,612
01/06/2017,Puttalama,783
01/07/2017,Puttalama,1304
01/08/2017,Puttalama,1192
01/09/2017,Puttalama,419
01/10/2017,Puttalama,501
01/11/2017,Puttalama,1037
01/12/2017,Puttalama,1135
01/01/2017,Anuradapura,166
01/02/2017,Anuradapura,147
01/03/2017,Anuradapura,255
01/04/2017,Anuradapura,193
01/05/2017,Anuradapura,249
01/06/2017,Anuradapura,378
01/07/2017,Anuradapura,709
01/08/2017,Anuradapura,299
01/09/2017,Anuradapura,96
01/10/2017,Anuradapura,79
01/11/2017,Anuradapura,153
01/12/2017,Anuradapura,191
01/01/2017,Polonnaruwa,54
01/02/2017,Polonnaruwa,64
01/03/2017,Polonnaruwa,98
01/04/2017,Polonnaruwa,172
01/05/2017,Polonnaruwa,160
01/06/2017,Polonnaruwa,190
01/07/2017,Polonnaruwa,320
01/08/2017,Polonnaruwa,104
01/09/2017,Polonnaruwa,54
01/10/2017,Polonnaruwa,56
01/11/2017,Polonnaruwa,65
01/12/2017,Polonnaruwa,73
01/01/2017,Badulla,226
01/02/2017,Badulla,130
01/03/2017,Badulla,139
01/04/2017,Badulla,167
01/05/2017,Badulla,186
01/06/2017,Badulla,400
01/07/2017,Badulla,1220
01/08/2017,Badulla,490
01/09/2017,Badulla,273
01/10/2017,Badulla,159
01/11/2017,Badulla,174
01/12/2017,Badulla,178
01/01/2017,Monaragala,97
01/02/2017,Monaragala,97
01/03/2017,Monaragala,112
01/04/2017,Monaragala,126
01/05/2017,Monaragala,164
01/06/2017,Monaragala,449
01/07/2017,Monaragala,569
01/08/2017,Monaragala,348
01/09/2017,Monaragala,300
01/10/2017,Monaragala,357
01/11/2017,Monaragala,334
01/12/2017,Monaragala,291
01/01/2017,Rathnapura,439
01/02/2017,Rathnapura,360
01/03/2017,Rathnapura,507
01/04/2017,Rathnapura,519
01/05/2017,Rathnapura,1161
01/06/2017,Rathnapura,1908
01/07/2017,Rathnapura,3175
01/08/2017,Rathnapura,1661
01/09/2017,Rathnapura,740
01/10/2017,Rathnapura,265
01/11/2017,Rathnapura,255
01/12/2017,Rathnapura,306
01/01/2017,Kegalla,210
01/02/2017,Kegalla,230
01/03/2017,Kegalla,377
01/04/2017,Kegalla,332
01/05/2017,Kegalla,700
01/06/2017,Kegalla,1945
01/07/2017,Kegalla,2551
01/08/2017,Kegalla,1684
01/09/2017,Kegalla,746
01/10/2017,Kegalla,264
01/11/2017,Kegalla,250
01/12/2017,Kegalla,269
01/01/2017,Kalminai,574
01/02/2017,Kalminai,294
01/03/2017,Kalminai,378
01/04/2017,Kalminai,197
01/05/2017,Kalminai,162
01/06/2017,Kalminai,127
01/07/2017,Kalminai,197
01/08/2017,Kalminai,151
01/09/2017,Kalminai,128
01/10/2017,Kalminai,159
01/11/2017,Kalminai,196
01/12/2017,Kalminai,583
01/01/2018,Colombo,1177
01/02/2018,Colombo,622
01/03/2018,Colombo,475
01/04/2018,Colombo,403
01/05/2018,Colombo,615
01/06/2018,Colombo,1292
01/07/2018,Colombo,1568
01/08/2018,Colombo,1037
01/09/2018,Colombo,387
01/10/2018,Colombo,372
01/11/2018,Colombo,977
01/12/2018,Colombo,1333
01/01/2018,Gampaha,711
01/02/2018,Gampaha,404
01/03/2018,Gampaha,239
01/04/2018,Gampaha,175
01/05/2018,Gampaha,233
01/06/2018,Gampaha,668
01/07/2018,Gampaha,852
01/08/2018,Gampaha,661
01/09/2018,Gampaha,350
01/10/2018,Gampaha,237
01/11/2018,Gampaha,590
01/12/2018,Gampaha,737
01/01/2018,Kalutara,431
01/02/2018,Kalutara,314
01/03/2018,Kalutara,305
01/04/2018,Kalutara,136
01/05/2018,Kalutara,169
01/06/2018,Kalutara,327
01/07/2018,Kalutara,422
01/08/2018,Kalutara,262
01/09/2018,Kalutara,119
01/10/2018,Kalutara,87
01/11/2018,Kalutara,233
01/12/2018,Kalutara,350
01/01/2018,Kandy,481
01/02/2018,Kandy,271
01/03/2018,Kandy,181
01/04/2018,Kandy,140
01/05/2018,Kandy,296
01/06/2018,Kandy,411
01/07/2018,Kandy,494
01/08/2018,Kandy,393
01/09/2018,Kandy,273
01/10/2018,Kandy,193
01/11/2018,Kandy,360
01/12/2018,Kandy,339
01/01/2018,Matale,139
01/02/2018,Matale,69
01/03/2018,Matale,68
01/04/2018,Matale,71
01/05/2018,Matale,117
01/06/2018,Matale,88
01/07/2018,Matale,121
01/08/2018,Matale,81
01/09/2018,Matale,26
01/10/2018,Matale,23
01/11/2018,Matale,43
01/12/2018,Matale,60
01/01/2018,N eliya,23
01/02/2018,N eliya,16
01/03/2018,N eliya,10
01/04/2018,N eliya,15
01/05/2018,N eliya,15
01/06/2018,N eliya,15
01/07/2018,N eliya,37
01/08/2018,N eliya,23
01/09/2018,N eliya,11
01/10/2018,N eliya,13
01/11/2018,N eliya,14
01/12/2018,N eliya,15
01/01/2018,Galle,170
01/02/2018,Galle,127
01/03/2018,Galle,71
01/04/2018,Galle,54
01/05/2018,Galle,54
01/06/2018,Galle,88
01/07/2018,Galle,133
01/08/2018,Galle,62
01/09/2018,Galle,33
01/10/2018,Galle,34
01/11/2018,Galle,66
01/12/2018,Galle,84
01/01/2018,Hambantota,126
01/02/2018,Hambantota,120
01/03/2018,Hambantota,125
01/04/2018,Hambantota,61
01/05/2018,Hambantota,21
01/06/2018,Hambantota,58
01/07/2018,Hambantota,103
01/08/2018,Hambantota,78
01/09/2018,Hambantota,31
01/10/2018,Hambantota,48
01/11/2018,Hambantota,100
01/12/2018,Hambantota,101
01/01/2018,Matara,136
01/02/2018,Matara,120
01/03/2018,Matara,95
01/04/2018,Matara,50
01/05/2018,Matara,41
01/06/2018,Matara,43
01/07/2018,Matara,152
01/08/2018,Matara,159
01/09/2018,Matara,75
01/10/2018,Matara,47
01/11/2018,Matara,89
01/12/2018,Matara,141
01/01/2018,Jaffna,637
01/02/2018,Jaffna,314
01/03/2018,Jaffna,206
01/04/2018,Jaffna,86
01/05/2018,Jaffna,100
01/06/2018,Jaffna,439
01/07/2018,Jaffna,301
01/08/2018,Jaffna,201
01/09/2018,Jaffna,115
01/10/2018,Jaffna,203
01/11/2018,Jaffna,525
01/12/2018,Jaffna,931
01/01/2018,Killinochchi,38
01/02/2018,Killinochchi,30
01/03/2018,Killinochchi,29
01/04/2018,Killinochchi,18
01/05/2018,Killinochchi,20
01/06/2018,Killinochchi,45
01/07/2018,Killinochchi,33
01/08/2018,Killinochchi,27
01/09/2018,Killinochchi,34
01/10/2018,Killinochchi,9
01/11/2018,Killinochchi,32
01/12/2018,Killinochchi,27
01/01/2018,Mannar,12
01/02/2018,Mannar,2
01/03/2018,Mannar,6
01/04/2018,Mannar,5
01/05/2018,Mannar,2
01/06/2018,Mannar,9
01/07/2018,Mannar,111
01/08/2018,Mannar,39
01/09/2018,Mannar,4
01/10/2018,Mannar,6
01/11/2018,Mannar,6
01/12/2018,Mannar,22
01/01/2018,Vauniya,71
01/02/2018,Vauniya,46
01/03/2018,Vauniya,50
01/04/2018,Vauniya,24
01/05/2018,Vauniya,24
01/06/2018,Vauniya,89
01/07/2018,Vauniya,86
01/08/2018,Vauniya,75
01/09/2018,Vauniya,23
01/10/2018,Vauniya,22
01/11/2018,Vauniya,43
01/12/2018,Vauniya,50
01/01/2018,Mulative,10
01/02/2018,Mulative,9
01/03/2018,Mulative,6
01/04/2018,Mulative,4
01/05/2018,Mulative,5
01/06/2018,Mulative,17
01/07/2018,Mulative,17
01/08/2018,Mulative,18
01/09/2018,Mulative,7
01/10/2018,Mulative,8
01/11/2018,Mulative,7
01/12/2018,Mulative,10
01/01/2018,Battocolo,598
01/02/2018,Battocolo,496
01/03/2018,Battocolo,548
01/04/2018,Battocolo,577
01/05/2018,Battocolo,808
01/06/2018,Battocolo,689
01/07/2018,Battocolo,330
01/08/2018,Battocolo,156
01/09/2018,Battocolo,81
01/10/2018,Battocolo,116
01/11/2018,Battocolo,227
01/12/2018,Battocolo,217
01/01/2018,Ampara,24
01/02/2018,Ampara,14
01/03/2018,Ampara,14
01/04/2018,Ampara,8
01/05/2018,Ampara,6
01/06/2018,Ampara,47
01/07/2018,Ampara,60
01/08/2018,Ampara,20
01/09/2018,Ampara,7
01/10/2018,Ampara,8
01/11/2018,Ampara,25
01/12/2018,Ampara,16
01/01/2018,Trincomalee,100
01/02/2018,Trincomalee,91
01/03/2018,Trincomalee,63
01/04/2018,Trincomalee,65
01/05/2018,Trincomalee,119
01/06/2018,Trincomalee,218
01/07/2018,Trincomalee,175
01/08/2018,Trincomalee,75
01/09/2018,Trincomalee,23
01/10/2018,Trincomalee,13
01/11/2018,Trincomalee,97
01/12/2018,Trincomalee,176
01/01/2018,Kurunegala,505
01/02/2018,Kurunegala,309
01/03/2018,Kurunegala,176
01/04/2018,Kurunegala,101
01/05/2018,Kurunegala,120
01/06/2018,Kurunegala,183
01/07/2018,Kurunegala,284
01/08/2018,Kurunegala,210
01/09/2018,Kurunegala,92
01/10/2018,Kurunegala,68
01/11/2018,Kurunegala,220
01/12/2018,Kurunegala,196
01/01/2018,Puttalama,537
01/02/2018,Puttalama,270
01/03/2018,Puttalama,124
01/04/2018,Puttalama,61
01/05/2018,Puttalama,103
01/06/2018,Puttalama,96
01/07/2018,Puttalama,150
01/08/2018,Puttalama,31
01/09/2018,Puttalama,65
01/10/2018,Puttalama,107
01/11/2018,Puttalama,301
01/12/2018,Puttalama,165
01/01/2018,Anuradapura,107
01/02/2018,Anuradapura,122
01/03/2018,Anuradapura,62
01/04/2018,Anuradapura,47
01/05/2018,Anuradapura,76
01/06/2018,Anuradapura,86
01/07/2018,Anuradapura,136
01/08/2018,Anuradapura,68
01/09/2018,Anuradapura,32
01/10/2018,Anuradapura,26
01/11/2018,Anuradapura,63
01/12/2018,Anuradapura,59
01/01/2018,Polonnaruwa,45
01/02/2018,Polonnaruwa,21
01/03/2018,Polonnaruwa,20
01/04/2018,Polonnaruwa,25
01/05/2018,Polonnaruwa,25
01/06/2018,Polonnaruwa,28
01/07/2018,Polonnaruwa,51
01/08/2018,Polonnaruwa,26
01/09/2018,Polonnaruwa,18
01/10/2018,Polonnaruwa,8
01/11/2018,Polonnaruwa,24
01/12/2018,Polonnaruwa,34
01/01/2018,Badulla,76
01/02/2018,Badulla,40
01/03/2018,Badulla,28
01/04/2018,Badulla,32
01/05/2018,Badulla,27
01/06/2018,Badulla,58
01/07/2018,Badulla,74
01/08/2018,Badulla,72
01/09/2018,Badulla,39
01/10/2018,Badulla,39
01/11/2018,Badulla,64
01/12/2018,Badulla,64
01/01/2018,Monaragala,185
01/02/2018,Monaragala,120
01/03/2018,Monaragala,81
01/04/2018,Monaragala,47
01/05/2018,Monaragala,50
01/06/2018,Monaragala,79
01/07/2018,Monaragala,72
01/08/2018,Monaragala,70
01/09/2018,Monaragala,33
01/10/2018,Monaragala,29
01/11/2018,Monaragala,34
01/12/2018,Monaragala,54
01/01/2018,Rathnapura,178
01/02/2018,Rathnapura,199
01/03/2018,Rathnapura,154
01/04/2018,Rathnapura,169
01/05/2018,Rathnapura,259
01/06/2018,Rathnapura,229
01/07/2018,Rathnapura,373
01/08/2018,Rathnapura,207
01/09/2018,Rathnapura,78
01/10/2018,Rathnapura,79
01/11/2018,Rathnapura,163
01/12/2018,Rathnapura,158
01/01/2018,Kegalla,188
01/02/2018,Kegalla,114
01/03/2018,Kegalla,104
01/04/2018,Kegalla,96
01/05/2018,Kegalla,107
01/06/2018,Kegalla,132
01/07/2018,Kegalla,200
01/08/2018,Kegalla,165
01/09/2018,Kegalla,57
01/10/2018,Kegalla,77
01/11/2018,Kegalla,157
01/12/2018,Kegalla,137
01/01/2018,Kalminai,573
01/02/2018,Kalminai,230
01/03/2018,Kalminai,140
01/04/2018,Kalminai,148
01/05/2018,Kalminai,148
01/06/2018,Kalminai,79
01/07/2018,Kalminai,120
01/08/2018,Kalminai,77
01/09/2018,Kalminai,36
01/10/2018,Kalminai,33
01/11/2018,Kalminai,77
01/12/2018,Kalminai,105
01/01/2019,Colombo,1225
01/02/2019,Colombo,792
01/03/2019,Colombo,815
01/04/2019,Colombo,579
01/05/2019,Colombo,866
01/06/2019,Colombo,1126
01/07/2019,Colombo,1857
01/08/2019,Colombo,1903
01/09/2019,Colombo,1462
01/10/2019,Colombo,2593
01/11/2019,Colombo,4217
01/12/2019,Colombo,3283
01/01/2019,Gampaha,724
01/02/2019,Gampaha,466
01/03/2019,Gampaha,511
01/04/2019,Gampaha,429
01/05/2019,Gampaha,569
